ENSP00000358038	126
ENSP00000250101	108
ENSP00000227524	43
ENSP00000215862	17
ENSP00000452871	119
ENSP00000229277	75
ENSP00000362946	117
ENSP00000383892	17
ENSP00000300086	79
ENSP00000392495	2
ENSP00000339001	108
ENSP00000259873	59
ENSP00000324842	61
ENSP00000257552	159
ENSP00000253159	104
ENSP00000298316	99
ENSP00000283206	92
ENSP00000264638	121
ENSP00000302896	11
ENSP00000416453	127
ENSP00000351100	103
ENSP00000350359	134
ENSP00000300651	74
ENSP00000386770	63
ENSP00000345895	139
ENSP00000313199	81
ENSP00000268835	55
ENSP00000222388	22
ENSP00000467556	13
ENSP00000342019	87
ENSP00000301945	144
ENSP00000406037	48
ENSP00000229633	95
ENSP00000356015	18
ENSP00000371221	117
ENSP00000352222	104
ENSP00000185150	65
ENSP00000362638	92
ENSP00000209873	3
ENSP00000222345	123
ENSP00000007699	84
ENSP00000014930	40
ENSP00000221419	27
ENSP00000338481	104
ENSP00000322439	70
ENSP00000259021	119
ENSP00000273130	55
ENSP00000300935	147
ENSP00000378935	67
ENSP00000254442	152
ENSP00000005340	52
ENSP00000231487	138
ENSP00000215570	90
ENSP00000226299	27
ENSP00000308897	94
ENSP00000331201	45
ENSP00000318635	37
ENSP00000434516	114
ENSP00000359345	0
ENSP00000156084	89
ENSP00000261714	60
ENSP00000355325	26
ENSP00000378323	78
ENSP00000393379	125
ENSP00000265056	37
ENSP00000305069	109
ENSP00000352522	28
ENSP00000334314	89
ENSP00000354347	91
ENSP00000318861	16
ENSP00000413411	62
ENSP00000326042	13
ENSP00000405573	125
ENSP00000199320	100
ENSP00000299335	119
ENSP00000352927	106
ENSP00000381932	5
ENSP00000371559	47
ENSP00000300283	23
ENSP00000256594	153
ENSP00000374354	7
ENSP00000321821	2
ENSP00000243662	78
ENSP00000216185	83
ENSP00000244364	68
ENSP00000354621	136
ENSP00000225296	105
ENSP00000411825	118
ENSP00000377969	79
ENSP00000354573	89
ENSP00000358466	115
ENSP00000327436	76
ENSP00000355587	105
ENSP00000291598	71
ENSP00000406046	8
ENSP00000373669	71
ENSP00000310842	66
ENSP00000320147	28
ENSP00000224784	16
ENSP00000349143	137
ENSP00000343313	100
ENSP00000295736	78
ENSP00000298912	112
ENSP00000362937	29
ENSP00000349486	29
ENSP00000449770	47
ENSP00000379709	69
ENSP00000304364	30
ENSP00000312066	65
ENSP00000258455	23
ENSP00000413493	27
ENSP00000311360	96
ENSP00000340944	116
ENSP00000070846	132
ENSP00000343463	23
ENSP00000238714	94
ENSP00000363899	48
ENSP00000378368	98
ENSP00000362711	123
ENSP00000310472	75
ENSP00000382392	8
ENSP00000361087	33
ENSP00000222673	84
ENSP00000200457	19
ENSP00000263733	116
ENSP00000222005	46
ENSP00000364893	90
ENSP00000326514	31
ENSP00000326813	129
ENSP00000355231	60
ENSP00000340841	106
ENSP00000309831	35
ENSP00000364815	22
ENSP00000392270	53
ENSP00000375977	92
ENSP00000443772	13
ENSP00000384792	7
ENSP00000331310	96
ENSP00000392709	53
ENSP00000225964	137
ENSP00000428845	0
ENSP00000367893	94
ENSP00000326858	143
ENSP00000316476	86
ENSP00000389160	115
ENSP00000342481	113
ENSP00000365175	18
ENSP00000310040	10
ENSP00000338352	141
ENSP00000361626	36
ENSP00000296666	117
ENSP00000308759	115
ENSP00000317992	43
ENSP00000388169	33
ENSP00000329623	119
ENSP00000365694	100
ENSP00000276390	84
ENSP00000387471	12
ENSP00000416658	99
ENSP00000301905	53
ENSP00000217121	90
ENSP00000309117	100
ENSP00000379684	103
ENSP00000341885	0
ENSP00000342381	11
ENSP00000451112	24
ENSP00000316578	93
ENSP00000264187	163
ENSP00000295470	107
ENSP00000368528	29
ENSP00000271640	61
ENSP00000284878	117
ENSP00000341236	85
ENSP00000391592	45
ENSP00000370372	125
ENSP00000265333	79
ENSP00000256496	133
ENSP00000362803	109
ENSP00000264663	121
ENSP00000267973	13
ENSP00000266458	88
ENSP00000288235	122
ENSP00000357858	110
ENSP00000393292	96
ENSP00000321070	95
ENSP00000355632	97
ENSP00000322706	111
ENSP00000392147	133
ENSP00000309690	89
ENSP00000301396	4
ENSP00000313385	61
ENSP00000310572	6
ENSP00000344241	34
ENSP00000249442	32
ENSP00000382269	61
ENSP00000362298	102
ENSP00000292385	56
ENSP00000401277	106
ENSP00000299402	77
ENSP00000330433	55
ENSP00000345156	124
ENSP00000286794	86
ENSP00000358140	94
ENSP00000317159	21
ENSP00000368273	62
ENSP00000275605	54
ENSP00000293842	0
ENSP00000377747	128
ENSP00000379156	116
ENSP00000324804	133
ENSP00000298694	109
ENSP00000297857	125
ENSP00000320081	110
ENSP00000276201	71
ENSP00000338173	124
ENSP00000302886	107
ENSP00000259512	105
ENSP00000284320	106
ENSP00000296273	3
ENSP00000356436	31
ENSP00000345344	26
ENSP00000312988	1
ENSP00000360472	45
ENSP00000295901	19
ENSP00000310966	121
ENSP00000216218	121
ENSP00000377867	109
ENSP00000385269	80
ENSP00000310226	91
ENSP00000377700	107
ENSP00000268097	122
ENSP00000231572	11
ENSP00000353444	124
ENSP00000393183	105
ENSP00000409009	57
ENSP00000281456	122
ENSP00000264705	44
ENSP00000238081	102
ENSP00000290429	86
ENSP00000219169	107
ENSP00000353458	82
ENSP00000347271	10
ENSP00000217971	92
ENSP00000420381	79
ENSP00000272102	85
ENSP00000308430	108
ENSP00000323046	89
ENSP00000264059	106
ENSP00000415774	52
ENSP00000296220	107
ENSP00000053867	52
ENSP00000434142	102
ENSP00000360644	21
ENSP00000321826	105
ENSP00000261601	111
ENSP00000257789	37
ENSP00000380824	81
ENSP00000417706	74
ENSP00000242209	121
ENSP00000361990	121
ENSP00000359024	82
ENSP00000345957	1
ENSP00000261191	36
ENSP00000295598	37
ENSP00000300738	36
ENSP00000308022	131
ENSP00000306080	47
ENSP00000370744	125
ENSP00000417653	81
ENSP00000303709	64
ENSP00000280700	28
ENSP00000262113	29
ENSP00000382342	136
ENSP00000364591	75
ENSP00000261708	149
ENSP00000296149	41
ENSP00000284049	81
ENSP00000341289	9
ENSP00000267023	55
ENSP00000363753	93
ENSP00000302640	142
ENSP00000298838	41
ENSP00000362136	92
ENSP00000264977	128
ENSP00000262746	21
ENSP00000325074	46
ENSP00000260818	77
ENSP00000225567	25
ENSP00000373474	115
ENSP00000273308	23
ENSP00000347329	2
ENSP00000349576	83
ENSP00000384223	88
ENSP00000233575	43
ENSP00000229330	107
ENSP00000264183	122
ENSP00000318966	53
ENSP00000216840	7
ENSP00000363349	126
ENSP00000383365	31
ENSP00000466174	32
ENSP00000229922	92
ENSP00000382697	121
ENSP00000294409	11
ENSP00000261858	114
ENSP00000325690	105
ENSP00000298139	59
ENSP00000237530	41
ENSP00000262461	104
ENSP00000377374	120
ENSP00000265351	125
ENSP00000364289	89
ENSP00000325958	16
ENSP00000358126	57
ENSP00000384880	64
ENSP00000385000	4
ENSP00000290341	188
ENSP00000417686	59
ENSP00000261712	103
ENSP00000365773	84
ENSP00000362409	115
ENSP00000309539	114
ENSP00000358716	83
ENSP00000331897	93
ENSP00000358953	21
ENSP00000265094	119
ENSP00000383042	40
ENSP00000327704	140
ENSP00000320924	159
ENSP00000196371	95
ENSP00000358478	128
ENSP00000318883	107
ENSP00000278559	103
ENSP00000264093	19
ENSP00000347730	74
ENSP00000326031	21
ENSP00000371532	133
ENSP00000462972	23
ENSP00000326806	111
ENSP00000263956	111
ENSP00000260408	110
ENSP00000381064	32
ENSP00000341382	91
ENSP00000261503	82
ENSP00000307275	50
ENSP00000227471	37
ENSP00000233714	33
ENSP00000318480	100
ENSP00000366240	10
ENSP00000264010	82
ENSP00000279907	35
ENSP00000217901	22
ENSP00000328236	26
ENSP00000442308	76
ENSP00000356859	20
ENSP00000345339	96
ENSP00000375730	54
ENSP00000320866	69
ENSP00000370377	23
ENSP00000350937	103
ENSP00000310448	97
ENSP00000011898	110
ENSP00000253861	97
ENSP00000294189	14
ENSP00000320184	136
ENSP00000382511	32
ENSP00000355568	90
ENSP00000379689	108
ENSP00000415332	118
ENSP00000223641	16
ENSP00000242786	61
ENSP00000261574	113
ENSP00000361076	3
ENSP00000382274	42
ENSP00000320493	35
ENSP00000356110	92
ENSP00000278319	102
ENSP00000370460	45
ENSP00000340210	85
ENSP00000333664	33
ENSP00000260762	86
ENSP00000386935	125
ENSP00000382091	104
ENSP00000262506	39
ENSP00000264689	7
ENSP00000296930	48
ENSP00000279247	80
ENSP00000341730	98
ENSP00000393840	140
ENSP00000371634	131
ENSP00000376110	146
ENSP00000304891	16
ENSP00000329419	33
ENSP00000289316	45
ENSP00000424595	0
ENSP00000310129	14
ENSP00000217244	147
ENSP00000425133	95
ENSP00000434724	104
ENSP00000375820	62
ENSP00000323659	57
ENSP00000376024	107
ENSP00000290401	83
ENSP00000343443	108
ENSP00000419417	44
ENSP00000358921	138
ENSP00000369716	139
ENSP00000339095	3
ENSP00000230449	110
ENSP00000267113	19
ENSP00000378451	143
ENSP00000261023	116
ENSP00000357986	114
ENSP00000298569	97
ENSP00000301634	49
ENSP00000322545	124
ENSP00000355217	48
ENSP00000321347	68
ENSP00000218364	24
ENSP00000282412	51
ENSP00000309166	39
ENSP00000205890	128
ENSP00000357459	168
ENSP00000379616	78
ENSP00000360035	133
ENSP00000287437	15
ENSP00000264893	90
ENSP00000356599	74
ENSP00000420333	54
ENSP00000316333	50
ENSP00000296557	86
ENSP00000339467	85
ENSP00000349161	66
ENSP00000255194	112
ENSP00000320295	34
ENSP00000379133	34
ENSP00000224807	156
ENSP00000297183	133
ENSP00000381599	32
ENSP00000297540	119
ENSP00000221486	17
ENSP00000363779	118
ENSP00000327801	49
ENSP00000298198	124
ENSP00000348775	73
ENSP00000333253	113
ENSP00000342056	121
ENSP00000268459	155
ENSP00000454836	135
ENSP00000360727	145
ENSP00000387536	68
ENSP00000331787	122
ENSP00000288266	126
ENSP00000263657	94
ENSP00000466639	52
ENSP00000262544	41
ENSP00000410452	35
ENSP00000248437	69
ENSP00000258428	54
ENSP00000383820	60
ENSP00000417378	35
ENSP00000323856	110
ENSP00000332455	38
ENSP00000037243	50
ENSP00000283882	28
ENSP00000387307	111
ENSP00000397843	34
ENSP00000341208	81
ENSP00000338703	41
ENSP00000447488	116
ENSP00000386717	59
ENSP00000397178	69
ENSP00000320898	118
ENSP00000269122	98
ENSP00000261681	96
ENSP00000313007	32
ENSP00000345808	118
ENSP00000249014	95
ENSP00000271555	137
ENSP00000281243	55
ENSP00000327191	11
ENSP00000365318	20
ENSP00000262890	2
ENSP00000283646	66
ENSP00000353010	100
ENSP00000305988	135
ENSP00000011473	71
ENSP00000164133	68
ENSP00000335304	89
ENSP00000362300	139
ENSP00000462116	111
ENSP00000243253	112
ENSP00000293981	15
ENSP00000299957	116
ENSP00000250263	127
ENSP00000356903	32
ENSP00000307567	20
ENSP00000388107	113
ENSP00000395359	132
ENSP00000335084	80
ENSP00000376965	102
ENSP00000418529	121
ENSP00000268182	131
ENSP00000353491	102
ENSP00000438349	10
ENSP00000410198	101
ENSP00000352438	25
ENSP00000362773	73
ENSP00000290650	123
ENSP00000234454	102
ENSP00000337194	59
ENSP00000232978	100
ENSP00000419765	15
ENSP00000330060	28
ENSP00000350094	45
ENSP00000367029	41
ENSP00000269243	106
ENSP00000262498	36
ENSP00000357836	124
ENSP00000310471	42
ENSP00000246071	106
ENSP00000330836	30
ENSP00000363435	69
ENSP00000369681	80
ENSP00000265107	65
ENSP00000265073	118
ENSP00000266712	100
ENSP00000244061	103
ENSP00000318374	76
ENSP00000405218	118
ENSP00000321259	9
ENSP00000420195	40
ENSP00000262948	37
ENSP00000347338	117
ENSP00000288177	105
ENSP00000384015	97
ENSP00000229268	56
ENSP00000312999	108
ENSP00000340896	95
ENSP00000361628	67
ENSP00000245544	5
ENSP00000380177	6
ENSP00000264498	122
ENSP00000369081	92
ENSP00000321132	55
ENSP00000239231	96
ENSP00000262812	23
ENSP00000381607	4
ENSP00000314311	24
ENSP00000320768	75
ENSP00000238789	131
ENSP00000324172	113
ENSP00000363162	56
ENSP00000423673	9
ENSP00000307741	38
ENSP00000342181	99
ENSP00000445831	68
ENSP00000354040	120
ENSP00000430684	70
ENSP00000260045	59
ENSP00000334280	48
ENSP00000300249	143
ENSP00000221494	20
ENSP00000321711	35
ENSP00000362649	78
ENSP00000382840	119
ENSP00000310800	58
ENSP00000339720	124
ENSP00000217652	42
ENSP00000318165	61
ENSP00000358563	55
ENSP00000404042	123
ENSP00000366156	28
ENSP00000269829	99
ENSP00000298937	55
ENSP00000249647	82
ENSP00000300896	10
ENSP00000440485	141
ENSP00000416959	87
ENSP00000297135	97
ENSP00000012443	73
ENSP00000355315	14
ENSP00000361446	122
ENSP00000339532	126
ENSP00000322270	90
ENSP00000216799	2
ENSP00000241463	10
ENSP00000296412	106
ENSP00000265113	110
ENSP00000223398	121
ENSP00000291182	73
ENSP00000333551	120
ENSP00000229595	105
ENSP00000352463	92
ENSP00000360031	46
ENSP00000261308	9
ENSP00000449784	133
ENSP00000345771	36
ENSP00000354543	132
ENSP00000417806	104
ENSP00000420443	97
ENSP00000354125	39
ENSP00000340278	27
ENSP00000344791	103
ENSP00000254508	120
ENSP00000251607	79
ENSP00000395449	31
ENSP00000350012	125
ENSP00000441858	71
ENSP00000330460	20
ENSP00000283415	96
ENSP00000435926	55
ENSP00000252936	99
ENSP00000393762	86
ENSP00000333277	41
ENSP00000350378	100
ENSP00000312697	2
ENSP00000384211	102
ENSP00000417764	56
ENSP00000306881	99
ENSP00000289779	84
ENSP00000262077	73
ENSP00000366819	5
ENSP00000263270	27
ENSP00000009180	27
ENSP00000267064	63
ENSP00000245932	91
ENSP00000377527	42
ENSP00000405289	46
ENSP00000325875	21
ENSP00000194214	11
ENSP00000383059	102
ENSP00000464100	133
ENSP00000329097	98
ENSP00000345282	106
ENSP00000421655	163
ENSP00000265872	73
ENSP00000081029	91
ENSP00000427015	110
ENSP00000367705	56
ENSP00000440045	100
ENSP00000016171	104
ENSP00000219150	24
ENSP00000365682	54
ENSP00000361803	106
ENSP00000384296	6
ENSP00000292431	158
ENSP00000340736	67
ENSP00000264335	104
ENSP00000329715	52
ENSP00000470209	134
ENSP00000310117	24
ENSP00000261942	143
ENSP00000294829	8
ENSP00000357644	157
ENSP00000247655	32
ENSP00000400175	109
ENSP00000258341	126
ENSP00000419038	68
ENSP00000333666	120
ENSP00000262584	0
ENSP00000331342	130
ENSP00000291295	110
ENSP00000263663	49
ENSP00000262854	92
ENSP00000318177	68
ENSP00000420927	140
ENSP00000359540	111
ENSP00000376506	105
ENSP00000295767	68
ENSP00000262953	35
ENSP00000233084	9
ENSP00000420914	20
ENSP00000359393	140
ENSP00000310189	95
ENSP00000301729	64
ENSP00000252543	17
ENSP00000403310	0
ENSP00000340514	77
ENSP00000218548	47
ENSP00000265038	64
ENSP00000414302	109
ENSP00000358019	17
ENSP00000341044	125
ENSP00000355136	0
ENSP00000296684	8
ENSP00000233710	80
ENSP00000247226	104
ENSP00000316881	94
ENSP00000369424	32
ENSP00000254630	116
ENSP00000408695	140
ENSP00000336725	141
ENSP00000222120	121
ENSP00000387966	3
ENSP00000356022	27
ENSP00000330842	128
ENSP00000359804	30
ENSP00000287667	42
ENSP00000324729	104
ENSP00000376758	19
ENSP00000360305	34
ENSP00000383599	130
ENSP00000387282	7
ENSP00000395983	126
ENSP00000417963	102
ENSP00000362361	95
ENSP00000378699	50
ENSP00000386759	43
ENSP00000261588	149
ENSP00000415564	14
ENSP00000346050	6
ENSP00000337261	40
ENSP00000453403	19
ENSP00000354812	137
ENSP00000361433	83
ENSP00000270649	96
ENSP00000398526	150
ENSP00000311453	102
ENSP00000386588	10
ENSP00000348099	40
ENSP00000380999	116
ENSP00000360671	35
ENSP00000305161	114
ENSP00000245185	19
ENSP00000366509	60
ENSP00000370223	30
ENSP00000301776	97
ENSP00000303915	97
ENSP00000275603	86
ENSP00000262752	52
ENSP00000337907	118
ENSP00000361465	35
ENSP00000218439	0
ENSP00000071281	88
ENSP00000265729	94
ENSP00000367923	54
ENSP00000261167	115
ENSP00000219400	96
ENSP00000370150	46
